,Unnamed: 0,tweeet,Sentimiento,Ponderacion
25861,25861,Tpl_enfurado I think that among their ranks there have to be people with the economic capacity to make a trip to the ice wall and take videos and demonstrate their theories. What would be the interest of saying that the earth is to circulate?,positivo,0.2
25864,25864,"Benjen cannot pass from the wall because ""the wall is not just ice and stone, ancient spells were recorded in their foundations, strong magic, and while the dead are there they cannot pass, I can't pass""

Beenjeen, the wall is gone, Pararateee de Ahyyyy! Jon Needs You!",positivo,0.2069444444444444
25865,25865,"Like a toy that clashes against a wall
I go out to find you
And I get lost when I'm looking for
An opportunity, a miracle or a spell
Becoming beautiful ...
And I sign another defeat
While my mouth says, ""never again""
It's not me
The heart weighs me so much
For not being ice. ",positivo,0.5
25867,25867,"Rivas_punk hahaha Sii, but really the important thing was the last: Dany and Jon go north, a dragon died and destroyed the ice wall Yyyyyy Cersei goes north as fighting the White Walkers",positivo,0.16
25871,25871,Karenregreso peronistasxxi The smart containers of CABA are to be able to locate the garbage and then distribute it from the other side of the ice wall to the conurbano and beyond.,positivo,0.1964285714285714
25873,25873,The argument that I liked the most about the embankment is that we are surrounded by an impenetrable ice wall; No one knows what is beyond. Apparently some Nazis escaped during WWII through tunnels that allowed them to cross the wall and know the beyond (of the wall).,positivo,0.2875
25874,25874,I returned. The argument that I liked the most is what we are surrounded by an impenetrable ice wall and that nobody knows what is beyond. Apparently some Nazis escaped during WWII through tunnels that allowed them to cross the wall and know the beyond (of the wall).,positivo,0.2875
25875,25875,"I read once the wall was protected with magic and that to maintain that magic, something very powerful was needed, so it was believed that there was an ice dragon trapped in it. I would have liked it to be so and that the king of the night released him and his dragon. ",positivo,0.358
25876,25876,_Florkumkum_ You saw that they had taken the gargoyles for restoration. And as it was unprotected without the gargolas it turned on fire! Those things were the ice wall! Sailish! Now they will cement it better and rebuild her beautiful! When you go the facade is going to be the same.,positivo,0.5
25879,25879,My girlfriend started Got and I was seeing the nd chapter and I asked me if the ice wall still exists in real life.,positivo,0.2
25880,25880,"futurockok juliango fitomendonca Neeliacustodiou Why we do not do a good ice wall with magic like Got's but instead of not being able to spend dead who cannot pass poor, until they get a poor dragon that destroys it",positivo,0.1166666666666666
25882,25882,"Everyone is eager to see what will happen after the fall of the JDT wall. Well, I will tell you something kids, Greenland's ice wall is fading by leaps and bounds and it is better not to see what will happen after its fall.",positivo,0.5
25884,25884,Yes weviando with the titles and that if he is king or is not king and worried of pure Weas while the ice dragon in  passes made the wall shit. They want the theoretical framework of the culiaos. ,positivo,0.0047619047619047
25886,25886,"Yosoyarturowsky antubetinho yayagutierrez they did not know that the ice dubing had already destroyed the wall, in the advances of the nd chapter we saw that the news was barely arrived. But the same is just faservice.",positivo,0.025
25890,25890,"Humble thread with small giladas that I loved of the new end of #gameophthrones

First, in the ring around the sun (the game of thrones itself, the same) the story where it was last season: View zombie of ice destroying the wall. ",positivo,0.004040404040404
25891,25891,"lcyalsouls_ '' Religare Porta '' emerged in his mind as the last thought, joining the magical fabrics of both to finish stating, the ice wall that freezes the portal.

It would be temporary, but it was a solution until they could control energy and discover that hell â",positivo,0.25
25892,25892,"This concrete sure would be very useful beyond the #Juegodetronos wall ... formed by % of carbon particles and metal fibers, it is able to generate heat and end the ice even in the toughest winters: https:/ /t.co/gxPRFDKuy #imnovation ",positivo,0.385
25897,25897,"cafecnn cnnee beautiful women and a lot of action.
The ice wall reminds me of Trump's wall.",positivo,0.475
25898,25898,"ð Land Planista Loco wants to build a new rocket, this time reaching  kilometers of altitude to demonstrate that its theory is true. It also plans an expedition to Antarctica to demonstrate that there is an ice wall.  via mixx_io",positivo,0.2287878787878787
25902,25902,"Alexeyaraujo make me a bonfire on Twitter ... But, the true protagonist is the king of the night. The great conjecture: Who is it? I thought it was a Stark for his powers on the ice. Bran the builder built the wall using similar powers. But...",positivo,0.2375
25904,25904,"davidomingosa setaque speak is easy. If the breath is so powerful that it makes the temperature of the ice wall down sharply fragilizes it and breaks like the glass, made by shear (shear stress). And that I have not seen or see a single chapter of the series.",positivo,0.0762698412698413
25905,25905,"ð Land Planista Loco wants to build a new rocket, this time reaching  kilometers of altitude to demonstrate that its theory is true. It also plans an expedition to Antarctica to demonstrate that there is an ice wall. ",positivo,0.2287878787878787
25906,25906,"ð Land Planista Loco wants to build a new rocket, this time reaching  kilometers of altitude to demonstrate that its theory is true. It also plans an expedition to Antarctica to demonstrate that there is an ice wall.  via mixx_io",positivo,0.2287878787878787
25909,25909,How fast the gameofthrones chapter I have found sensations found ... I start with the very beginning. I was killed by the new presentation with the broken wall and the ice arriving at Last Hearth (we were very clear that ww) ð° hbolat ,positivo,0.0094805194805194
25912,25912,"Descuentrata to all this ... nobody has said anything about the intro ... Winterfell and King's Landing, nothing more ... the collapsed wall and the ice moving forward ... (the same the Sam pot of Sam gave penita ... )",positivo,0.25
25916,25916,"The two most important moments of the last chapter of the #Gameoftrones T without a doubt are the death of Lord Baelish and the destruction of the ice wall, at the hands of the king of the night riding Vyserion.",positivo,0.3
25918,25918,Cheapqueenx is that if it were ice I would not destroy the wall made of ice ð¤ð¤,positivo,0.1
25922,25922,"Manuelbartual There is a throne that everyone wants.
Sex.
Betrayals and murders.
Sex.
Dragons and zombies.
Sex.
Unexpected deaths.
Sex.
People who change face.
Sex.
A large number of eunucos.
Sex.
Snow snow and more snow.
Sex.
A large ice wall.
Sex.
Incest and dwarf bastards.",positivo,0.2457142857142857
25923,25923,"#Gameofthronones The great ice wall seemed indestructible but ended up being demolished Alv, equal to that love that you swears.",positivo,0.4333333333333333
25929,25929,"The Lord of the Night and his White Walkers (#GOT) destroyed the Great Northern Ice Wall, #Trump wants to build a wall to prevent the access of the immigrant walkers of #Mexico, #Salvador and #Guatemala. I imagine that the f- fighters will be the #Daenerys dragons!",positivo,0.35
25931,25931,"franalvarezq hahaha and that's how the dragons died before birth, the ice wall melted and the walkers ruled forever",positivo,0.2
